EXT_ID,IsWalmart,text
58bc1cb6e4b0d23e37736d43,,".TARGET

EXPECT MORE. PAY LESS 7

SHUREVIEW ?£·°® 651L486?£·?Q048 ... w
nz:22.??'2(iu17 133:1.) PM txpms 05/23/1,

'1' ' a ! '1 I 1
lilllliilllll!Elllll??thllillilllil
GROCERY

913U1U9(R> ()SfAR MAYER EN
(1 '4?£·??!sz ()?°±'$(AR MA .R EN
?£·?hH???EA MP (.WPIEE W} EN .X.
Saved $1.00 of? $4.99
Callwheel 5?; off $3.99
CUKE UlEI ET .4
C L .3(?£·? (?£·T L(;_ ""1
2;??71, \: || 36'
EN ' ..
l:.:?¢F1:?£·?{i/J|!r:-.?£·°®?£·?I ?£·?1% of.?£·? $1 89

HOME _ _
253010406 HPUP LbUL?£·? Ll I $3
Cal"" {wheel 1'37?£·?: 0 f. ?£·? $3. 6.9

SUBTOTAL $22.71
I = MN {AK i 125{% an $14.15 $1.01
TOTAL $23.72
x1010 AMEX CHARGE
AID:R000000""?£·?
AMERICAN EXPRESS

Thanks for usln C Pt 9
m INDICATES ng I??GSWhee'

REC#2-7053-0619-0073?£·?2792~6 VCD#751~254-546

Know a creative teen? Checzk tout
cooperhew1tt.or /COu.?£·?"
58bc4a95e4b0d23e37737312,,"@TARGET

EXPECT MORE. PAY LESS:

JKLAHOMA CITY N ~ 405-997-67?°±}_ _
1 f2b/2017 06:23 PM EXPIRES 05/23/17

lilllhll?£·?llTHIlH llillHllllllll

210120118 HILLSHRE FRM FT $5.58
2 G $2.79 ea

7 SUBTOTAL $1.2;
T = OK TAX 8 3750% on $5.58 $9.35
TOTAL $5.05

r6505 MASTERCARD CHARD E 16,05

RID: NJTJT 011E1W341010
1468181 I 5;: d

REC#2- 0151?£·?~004I3~UO713~41 33 T \l'llfih?£·?x' DC 5311' :J?£·?. T?)

Kmow a creative teen?¢X Check_out
cooperheWTTT.org/cnmpetTTTon

NotaHshopng -?£·?u
trips are alike. 3%

Share feedback. 1%: ?????.

Help make your Target Run better,
Take a 2 minute survey about today's trip;

infgrmtar gt. 09m

User ID: 729 299?£·??)In 7992
Passwor- 65"
58b98a0ce4b0d23e377354d1,,"\ av?£·°®F?£·?"" yr.- ?£· I
a!?£·?

_ ?£·Ami. .
Y
E

E 9 ~ s""~ ?£·?
r Y. ..
H .. ?? . u .1
Y 1. 5 ;
Y - .' . 3_?£·?
3*: ?£·?~;.::
f.?£·? ?£·?

 

kymm-IET

EXPEfT MOM ?£·?JIYL

SAN ANTOYID MEET - 9H1 N32 2255
LUYO2/2lll7 01:10 PM EXP IRl ?£·?, (15/ 31/17

IFIIHIIIIHF HHIHI H lllllHIIIll

GROCERY

{SF??jJUXH UltY F'l ' F1 $1 '9 i
i914"" #1:} nL?£·? :9?£·? 3:3 Uff $1 99

Litulxosv 1UI?¢G Y F l F1 % H9 L

(12:11:. 41w Mp[ [ a 4;}
'w'sxi 'YY : '
_ L ' F 9 iv
I L f ' v '3

J.) (JIM ?¢G91.11,
?£·?3' _' .' lH?£·?; / [iii/l7. {I 5(1113 333?£·? J)
""UlAl 5 hi

x5b/h b Bli I [A_ PAYMFNI $H,u1
AI _ AUUHUUUU98054U
US [LB I

Thd???<b_fFF q31lg Cartwheul!
i [NJILATES SAVTNGS

IOTA; SAVINGS 'HIS IRIP
$3.5?

YECY2-/061-17Y5 m{/;~9;L1 a VLu??/w/ 2.6.d5b

For informaIFUr ci' :1 NJ In: said]
d spos) 70: anz_ ea. Inga?? 11,3y .;
elevx if): EQL1.5 { ?£·? ?£·? 1.; ;g.u,?£·?,

vls.?£·? w~w.7(??-<? '

 

Know .1 C (-?£·?b111\,-:- I., -."
58ba1feee4b0d23e37735ac6,,"@TARGET

EXPECT MORE. m LESST

GRAFTON - 262-375-6395
08/02/2017 04:88 PM EXPIRES 05/31/17

lllllllllTHIITTIITIITI||||||||TIIT|

231130084 HWY BNCH OAT
271020057 ?£·? LIPTON PLEAF
271020077 ?£·? PJPE LEAF

' 271201869 A PEPSI CHERRY
271900224 COKE DIET

HEALTH~BEAUTY COSMETICS
052102764 CONCEALER

STATIONERY?£·°®OFFICE
081012028 8(ETCH BOOK T

; --""------'- --$?£·ECIAL PROMOTION -
?£·? 271200269 ?£·? PEPS]
h' Refund Value $3.00
?£·? 271201869 ?£·? PEPS: CHERRY
Refund VaTue $3.00
?£·? 271200269 ?£·? PEPSI
Refund Value $3.U0
271201869 ?£·?_PE a: CHERRY

VaTue $23.01: ?£·?

UTAL . c
PROM ?£·?

HI \I. 7
ALL ITEMS MUC _ . ?£·? TOR FULL REFUND

I 69612774 SAinnw?£·?£·? iuUPUN $5.00?£·°®

???H??T-?£·?AL $32.00
T = WI TAX 5.61?£·??£·? on 1/U.26 $1164
IUTAT $33.64

?£·.1PWMNT $500
- LHARUE $28.64
. A0000000031010
117A CREDIT
XB911 Jl?£·?i uARU BALANCL $0-00

Thanks fcr using Cartwheel!
i INDICATES SAVINGS"
58990eefe4b05f998de95db2,,"TARGET

EXPECT MORE. PAY LESS!

WEST SCHAUMBURG ~ 847~798~0192~?£·?
02/05/2017 11:12 AM EXPIRES 05/0b/17

lllllllllilllllllilllllllllli

GROCERY.
011060987 SALTED CHIPS FB $2 39
071061176 DONKEY FB $3 29
212120085 BUSHS BEST FB $0 75
212120100 00 STM CRISP EB $2.78
2 0 $1.39 ea
212180420 SWANSUN EB $1.99
212220060 HOTEL EB $0.89
212250415 010 EL PASO EB $1 42
268050015 JUST BARE EB $13.29
271100224 COKE DIET ET $1.25
Saved $0. 54 off $179
284050073 00 OLEEEMATE EB $0.09
284090322 DAISY _ FB $1.99
284110085 KRAFT SHREDS EB $4.99
284140009 KRAFT PHILLY EB $1.99
HEALTHHBEAUTYLCOSMETICS
049001122 AVEENO T $5.99
049001752 DOVE MEN T $9.99
049002072 UPUP BATH SP T $2.99
_ __ SUBTOTAL $62.08
T = IL TAX 10.00002 00 $20.22 $2.02
B = IL TAX 2 2500% on $41.86 $0.94
TOTAL $65.04
*9813 DEBIT TOTAL. PAYMENT $650 04
AID: A0000000980840
US DEBIT

0 INDICATES SAVINGS"
58bb08a3e4b0d23e3773615c,,"TARGET

EXPECT MORE. PAY LESS:

G)

MADISON HILLDALE - 608-807-3978
03/04/2017 12:03 PM EXPIRES 06/02/17

     

BABY

031011439
031011447
031012002
031015844
031015850
031031555
031056946

CAT 8 JACK
CAT 8 JACK
CAT 8 JACK
CAT 8 JACK
CAT 8 JACK
CAT 8 JACK
GK ROMPERS

GROCERY
007100073 HAPPY FAMILY
007100077 HAPPY FAMILY
007101190 HAPPY FAMILY
007101223 HAPPY FAMILY
4 0 $1.79 ea
007101224 HAPPY FAMILY
4 0 $1.79 ea
007101285 HAPPY FAMILY
5 0 $1.79 ea
007101286 HAPPY FAMILY

5 0 $1.79 ea
071080735 AF TRAIL MIX
071200676

KIND GRANOLA
212140323 KRAFT

261012019 THOMAS
261070120 MADEIN

266086054 DRISCOLL'S
5 STUMPTOWN

28404011 2 0 $3.79 ea

CF SNACKING

YCOSHETICS
CREST 3D WHT

HEALTH?£·°®BEAUTY
049080061"
587194fee4b0e80f9e3c2517,,"@TARGET.

EXPECT MORE. PAY LESS:

SIGNAL HILL ?£·? 562-427j7751...,
01/07/2017 03:22 PM EXPIRES 04/07/17

QBDERJtLl???????????
STARBUCKS _
254150008 TALL N 51.95
254150064 ICE GR 000 N $2.95
254160157 EXTRA SAUCE N $0.60

SUBTOTAL $5.50
N0 TAX $0.00
TOTAL $5.50

_?£·? $IARBUUKS CARD PAYMENT $5.50
A4004 STARBUCKS CARD BALANCE $4.50

)?£·?f- I

ktb#Z?£·°®/UU/-2319~015l~3504 b VCU#758-284-554"
58bad6b4e4b0d23e37735cd1,,"TAR

EXPECT MORE. PAY LESS:

ALHAMBRA - 626-308-3290
03/03/2017 04:36 PM EXPIRES 06/01/17

?£·?IIIUTHTTITHHIITIIlllllllllllll

007070046 HUGGIES

GROCERY
071080402 PLTR HONEY

071082157 NUT A/O SEED
071100698 SCOOBY DOO
071200047 BELVITA
071201150 BELVIT CEREA
10177957 TARGET COUPON

10177957 TARGET COUPON

SUBTOTAL
T = CA TAX 8.7500% on $5.89

TOTAL

*4035 GIFT CARD PAYMENT

*4019 GIFT CARD PAYMENT
*4035 GIFT CARD BALANCE
*4019 GIFT CARD BALANCE

L INDICATES SAVINGS

TOTAL SAVINGS THIS TRIP
$1.10"
58bccd5fe4b0d23e377381d4,,".TAHGLT

""W""?£·?hEWJLE?°±

""I KE?°± bAHHr 3 1;,(, f H
_ 01/ HR F1 IrIP'fm?£·? , {1b, 113/1/

lilil IIIIII mm""

3W llIU?£·?) FN
29553.1 IUea

SUBTOTAL
N0 TAX
'r OIAL

Ab312 DEHI l IJIAI PAYMENT
AID AIOOOOOU 0980040
US DEBI

9 INDICATES SAVINGS

Uj Q;5-

GROLERY
?£·71050268

TOTAL SAVINGS THIS TRIP

REC#2~7064?£·°®1845-0076~3938~4 VCD#757~289:757

Know a creative teen? Check out I~Z???¢F_
cooperhewitt org/competition

Not all shopping
trips are alike};

Share' feedback;

Target Run better
vey about today?£·?s strjp

et. co
93 5815 J5992

?£·: 360 616"
589f541ce4b0314ab22f95ef,,"@TARGET

EXPECT MORE PAY LESS'

LAYTON - 801-773-0287
02/11/2017 11:08 AM EXPIRES 05/12/17

lillliilllliliililllllliliiliiillllll

271900263 DASANI FC $1.69

STATIONERY*OFFICE
053011008 GIFT BAG $2.99
053051096 25CT TISSUE $1.99

TOYS-SPORTING GOODS
086060544 MERMAID DOLL T $10.29

SUBTOTAL $16.96

UT TAX 6.8500% on $15.27 $1.05
UT TAX 3.0000% on $1.69 $0.05
TOTAL $18.06

*7332 DEBIT TOTAL PAYMENT $18.06
REC#2-7042-1755-0177-2118-7 VCD#752-283-442

Know a creative teen? Check out
cooperhewitt.org/competition

Love your
feedback.

""9.

Help make your Target Run better.
Take a 2 minute survey about today' s trip:

lntermlar 981.com
User ID: 7295 7824 5982
Password: 278 813
CUENTENOS EN ESPANOL

Please take this survey within 7 days."
58b6d994e4b0d23e37734e7c,,"v r-\|-|\ | HUN PAY LESE?£·?

Mil w- H?£·?- Hm
?£·? VI ""- Ir?£·? EWIH ?£·?p ?£·?
e w! .HIF'T :4: I??; .3
I IE'FE?£·? ?£·?Ii I: ll?£·?
Ii I} I?£·?ll! ' I
?£·?I?£·?M. NEW?£·?!!! IliIIHII I
n 01mm.
-?°±?£·?£·?:?£·?f""?£·?.?£·?£·?"" ?£·?Mvi; .2 5: ?£·?Izl
37?£·??£·? I awn-i ;,.2 -. :2 $2
Wu?£·? 3m} 5mm: N $2~ '2?£·?
HIA{EH HIAUIY COSMlliLb
?£·Ida's-irks: IR} :MMI i w

sHBlulAl ?£·?E???y

NJ IAN b 5?£·?5?£·? w?£·? 11 ?£·?£· $0 w
[HEM 17b MI

Al?£·?rH-l Mi llRVARU :HAhht $fh

I

i??\19 7'i 1152 ?£·?w 4 ?£·513 J VEH??/Hh EVA ?£·?41

Kwnw a (tentive teen? Uhetk out
??oupvyheWItt.org/uompet11hnl

  
      
    
    

Not all shopping

trips are allke. 3%:

{tun:k. ?¢D?¢D-:%:"
587fcc5fe4b03e3ebfd77f00,,"GROCERY
212020419 WELCHS NATUR FN $2.
212020473 SMUCKER'S FN $2.

Cartwheei 5% off $3.12
212020473 SMUCKER'S FN $2.

Cartwheei 5% off $3.12

HOME

253050048 UP PLATES N $2.24
Cartwheei 25% off $2.99

253050048 UP PLATES N $2.24
Cartwheei 25% off $2.99

SUBTOTAL $12.99

Your REDcard Savings 5% $0 65-
NO TAX $0.00

TOTAL $12.34

x3470 TARGET CARD $12.34
AID: A0000006122222
Target Credit

Thanks for using Cartwheei!

Today?£·?s 5% REDcard
OFF'

REDcard Savings
Savings {$933 This Year"
58b61e0ee4b0d23e37734d43,,"|J||||H||T|||||TITIITTITTIIITIlI

GROCERY

203600034 4OZARKA WATER FN $6.92
081. 73 ea
0022592 13472 MFR COUPON $1.00??
211010140 TESSEMAE 8 FN $3.50
. Saved $1 49 off 84.99
212040090 LEA N PERRIN FN $3.52

PETS m?£·
083100054 ?£·? LllTER T $5 89

0070230?£·°®20652 MFR COUPON $2. 00-
_ _ Coupon T2 00 off $7. 89
083100054 ?£·? LITTER 1 $5 89
00/0230w20652 MFR COUPON $2 00
. . COUDOH $2.00 of! $7.89
083100054 A LITTER : ?¢G5. 89
0070230*20852 MFR COTJPTJN $2. 00*
COUTDOH $2. 00 on $7 89
. 083100054 A LITTER T 85. 89
0070230?£·°®20652 MFR COTJPON $2. 00-
Coupon $2 00 off $7 89
083130178 A PET FOOD T $11. 00 ???
TU T?) $1. 1?£·? T: ST
0050000?£·°®20854 MFR COUT~ON $1.00w
083130177 A 5?£·? ET TPTT T $11.00 ???
1TT Q .TTJ 8d
0050000-20654 MTR COUPON M $1.00-
083150148 A PET TREATS $9.42
6 0 $1.57 ea
083161408 A CAT TREATS 5 $1.59
083161408 A CAT TREATS _ $1.59
083161408 * A CAT TREATS $1.59
0050000""20655 MFR COUPON $1.00~
0022592-13472 MFR COUPON $1.00?£·°®
0022592w13472 MFR COUPON $1.00-
0022592*13472 MFR COUPON $1.00~
79548140 CATEGORY COUPON $10.00~

SUBTT)TAL $48.69
T = TX TAX 8. 2500% on T98. 75 $3.20
TOTAL $51.89"
